Meeting Year,Meeting Month,Meeting Day,Meeting Hour,Meeting Minute,Meeting Second,RX Node,TX Node,RSSI,Received Year,Received Month,Received Day,Received Hour,Received Minute,Received Second,Received RSSI,
2023,11,10,12,35,36,42,73,-26,2023,11,10,13,34,34,-58,
2023,11,10,12,35,36,42,69,-20,2023,11,10,13,34,34,-58,
2023,11,10,12,35,38,42,86,-16,2023,11,10,13,34,34,-58,
2023,11,10,12,35,38,42,35,-26,2023,11,10,13,34,34,-58,
2023,11,10,12,35,38,42,73,-26,2023,11,10,13,34,34,-58,
2023,11,10,12,35,38,42,69,-20,2023,11,10,13,34,34,-58,
2023,11,10,12,35,40,42,86,-16,2023,11,10,13,34,34,-58,
2023,11,10,12,35,40,42,35,-26,2023,11,10,13,34,34,-58,
2023,11,10,12,35,40,42,73,-26,2023,11,10,13,34,34,-58,
2023,11,10,12,35,40,42,69,-20,2023,11,10,13,34,34,-58,
2023,11,10,12,35,42,42,86,-16,2023,11,10,13,34,34,-58,
2023,11,10,12,35,42,42,73,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,35,42,42,69,-20,2023,11,10,13,34,48,-60,
2023,11,10,12,35,44,42,86,-16,2023,11,10,13,34,48,-60,
2023,11,10,12,35,44,42,35,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,35,44,42,73,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,35,44,42,69,-20,2023,11,10,13,34,48,-60,
2023,11,10,12,35,46,42,86,-16,2023,11,10,13,34,48,-60,
2023,11,10,12,35,46,42,35,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,35,46,42,73,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,35,46,42,69,-20,2023,11,10,13,34,48,-60,
2023,11,10,12,35,48,42,86,-16,2023,11,10,13,34,48,-60,
2023,11,10,12,35,48,42,35,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,35,48,42,73,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,35,48,42,69,-20,2023,11,10,13,34,48,-60,
2023,11,10,12,35,50,42,86,-16,2023,11,10,13,34,48,-60,
2023,11,10,12,35,50,42,35,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,35,50,42,73,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,35,50,42,69,-20,2023,11,10,13,34,48,-60,
2023,11,10,12,35,52,42,86,-16,2023,11,10,13,34,48,-60,
2023,11,10,12,35,52,42,35,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,35,52,42,73,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,35,52,42,69,-20,2023,11,10,13,34,48,-60,
2023,11,10,12,35,54,42,86,-16,2023,11,10,13,34,48,-60,
2023,11,10,12,35,54,42,35,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,35,54,42,73,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,35,54,42,69,-20,2023,11,10,13,34,48,-60,
2023,11,10,12,35,56,42,86,-16,2023,11,10,13,34,48,-60,
2023,11,10,12,35,56,42,35,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,35,56,42,73,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,35,56,42,69,-20,2023,11,10,13,34,48,-60,
2023,11,10,12,35,58,42,86,-16,2023,11,10,13,34,48,-60,
2023,11,10,12,35,58,42,35,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,35,58,42,73,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,35,58,42,69,-20,2023,11,10,13,34,48,-60,
2023,11,10,12,36,0,42,86,-16,2023,11,10,13,34,48,-60,
2023,11,10,12,36,0,42,35,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,36,0,42,73,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,36,0,42,69,-20,2023,11,10,13,34,48,-60,
2023,11,10,12,36,2,42,86,-16,2023,11,10,13,34,48,-60,
2023,11,10,12,36,2,42,35,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,36,2,42,73,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,36,2,42,69,-20,2023,11,10,13,34,48,-60,
2023,11,10,12,36,4,42,86,-16,2023,11,10,13,34,48,-60,
2023,11,10,12,36,4,42,35,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,36,4,42,73,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,36,4,42,69,-20,2023,11,10,13,34,48,-60,
2023,11,10,12,36,6,42,86,-16,2023,11,10,13,34,48,-60,
2023,11,10,12,36,6,42,35,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,36,6,42,73,-26,2023,11,10,13,34,48,-60,
2023,11,10,12,36,6,42,69,-20,2023,11,10,13,34,48,-60,
2023,11,10,12,36,8,42,35,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,8,42,73,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,8,42,69,-20,2023,11,10,13,34,55,-62,
2023,11,10,12,36,10,42,86,-16,2023,11,10,13,34,55,-62,
2023,11,10,12,36,10,42,35,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,10,42,73,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,10,42,69,-20,2023,11,10,13,34,55,-62,
2023,11,10,12,36,12,42,86,-16,2023,11,10,13,34,55,-62,
2023,11,10,12,36,12,42,35,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,12,42,73,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,12,42,69,-20,2023,11,10,13,34,55,-62,
2023,11,10,12,36,14,42,86,-16,2023,11,10,13,34,55,-62,
2023,11,10,12,36,14,42,35,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,14,42,73,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,14,42,69,-20,2023,11,10,13,34,55,-62,
2023,11,10,12,36,16,42,86,-16,2023,11,10,13,34,55,-62,
2023,11,10,12,36,16,42,35,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,16,42,73,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,16,42,69,-20,2023,11,10,13,34,55,-62,
2023,11,10,12,36,18,42,86,-16,2023,11,10,13,34,55,-62,
2023,11,10,12,36,18,42,35,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,18,42,73,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,18,42,69,-20,2023,11,10,13,34,55,-62,
2023,11,10,12,36,20,42,86,-16,2023,11,10,13,34,55,-62,
2023,11,10,12,36,20,42,35,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,20,42,73,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,20,42,69,-20,2023,11,10,13,34,55,-62,
2023,11,10,12,36,22,42,86,-16,2023,11,10,13,34,55,-62,
2023,11,10,12,36,22,42,35,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,22,42,73,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,22,42,69,-20,2023,11,10,13,34,55,-62,
2023,11,10,12,36,24,42,86,-16,2023,11,10,13,34,55,-62,
2023,11,10,12,36,24,42,35,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,24,42,73,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,24,42,69,-20,2023,11,10,13,34,55,-62,
2023,11,10,12,36,26,42,86,-16,2023,11,10,13,34,55,-62,
2023,11,10,12,36,26,42,35,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,26,42,73,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,26,42,69,-20,2023,11,10,13,34,55,-62,
2023,11,10,12,36,28,42,86,-16,2023,11,10,13,34,55,-62,
2023,11,10,12,36,28,42,35,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,28,42,73,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,28,42,69,-20,2023,11,10,13,34,55,-62,
2023,11,10,12,36,30,42,86,-16,2023,11,10,13,34,55,-62,
2023,11,10,12,36,30,42,35,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,30,42,73,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,30,42,69,-20,2023,11,10,13,34,55,-62,
2023,11,10,12,36,32,42,86,-16,2023,11,10,13,34,55,-62,
2023,11,10,12,36,32,42,35,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,32,42,73,-26,2023,11,10,13,34,55,-62,
2023,11,10,12,36,34,42,86,-16,2023,11,10,13,35,2,-61,
2023,11,10,12,36,34,42,35,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,34,42,73,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,34,42,69,-20,2023,11,10,13,35,2,-61,
2023,11,10,12,36,36,42,86,-16,2023,11,10,13,35,2,-61,
2023,11,10,12,36,36,42,35,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,36,42,73,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,36,42,69,-20,2023,11,10,13,35,2,-61,
2023,11,10,12,36,38,42,86,-16,2023,11,10,13,35,2,-61,
2023,11,10,12,36,38,42,35,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,38,42,73,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,38,42,69,-20,2023,11,10,13,35,2,-61,
2023,11,10,12,36,40,42,86,-16,2023,11,10,13,35,2,-61,
2023,11,10,12,36,40,42,35,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,40,42,73,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,40,42,69,-20,2023,11,10,13,35,2,-61,
2023,11,10,12,36,42,42,86,-16,2023,11,10,13,35,2,-61,
2023,11,10,12,36,42,42,35,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,42,42,73,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,42,42,69,-20,2023,11,10,13,35,2,-61,
2023,11,10,12,36,44,42,86,-16,2023,11,10,13,35,2,-61,
2023,11,10,12,36,44,42,35,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,44,42,73,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,44,42,69,-20,2023,11,10,13,35,2,-61,
2023,11,10,12,36,46,42,86,-16,2023,11,10,13,35,2,-61,
2023,11,10,12,36,46,42,35,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,46,42,73,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,46,42,69,-20,2023,11,10,13,35,2,-61,
2023,11,10,12,36,48,42,86,-16,2023,11,10,13,35,2,-61,
2023,11,10,12,36,48,42,35,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,48,42,73,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,48,42,69,-20,2023,11,10,13,35,2,-61,
2023,11,10,12,36,50,42,86,-16,2023,11,10,13,35,2,-61,
2023,11,10,12,36,50,42,35,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,50,42,73,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,52,42,86,-16,2023,11,10,13,35,2,-61,
2023,11,10,12,36,52,42,35,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,52,42,73,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,52,42,69,-20,2023,11,10,13,35,2,-61,
2023,11,10,12,36,54,42,86,-16,2023,11,10,13,35,2,-61,
2023,11,10,12,36,54,42,35,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,54,42,73,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,54,42,69,-20,2023,11,10,13,35,2,-61,
2023,11,10,12,36,56,42,86,-16,2023,11,10,13,35,2,-61,
2023,11,10,12,36,56,42,35,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,56,42,73,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,56,42,69,-20,2023,11,10,13,35,2,-61,
2023,11,10,12,36,58,42,86,-16,2023,11,10,13,35,2,-61,
2023,11,10,12,36,58,42,35,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,36,58,42,73,-26,2023,11,10,13,35,2,-61,
2023,11,10,12,37,0,42,86,-16,2023,11,10,13,35,9,-61,
2023,11,10,12,37,0,42,35,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,37,0,42,73,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,37,0,42,69,-20,2023,11,10,13,35,9,-61,
2023,11,10,12,37,2,42,86,-16,2023,11,10,13,35,9,-61,
2023,11,10,12,37,2,42,35,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,37,2,42,73,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,37,2,42,69,-20,2023,11,10,13,35,9,-61,
2023,11,10,12,37,4,42,86,-16,2023,11,10,13,35,9,-61,
2023,11,10,12,37,4,42,35,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,37,4,42,69,-20,2023,11,10,13,35,9,-61,
2023,11,10,12,37,6,42,86,-16,2023,11,10,13,35,9,-61,
2023,11,10,12,37,6,42,35,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,37,6,42,73,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,37,6,42,69,-20,2023,11,10,13,35,9,-61,
2023,11,10,12,37,8,42,86,-16,2023,11,10,13,35,9,-61,
2023,11,10,12,37,8,42,35,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,37,8,42,73,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,37,8,42,69,-20,2023,11,10,13,35,9,-61,
2023,11,10,12,37,10,42,86,-16,2023,11,10,13,35,9,-61,
2023,11,10,12,37,10,42,35,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,37,10,42,73,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,37,10,42,69,-20,2023,11,10,13,35,9,-61,
2023,11,10,12,37,12,42,86,-16,2023,11,10,13,35,9,-61,
2023,11,10,12,37,12,42,35,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,37,12,42,73,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,37,12,42,69,-20,2023,11,10,13,35,9,-61,
2023,11,10,12,37,14,42,86,-16,2023,11,10,13,35,9,-61,
2023,11,10,12,37,14,42,35,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,37,14,42,73,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,37,14,42,69,-20,2023,11,10,13,35,9,-61,
2023,11,10,12,37,16,42,86,-16,2023,11,10,13,35,9,-61,
2023,11,10,12,37,16,42,35,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,37,16,42,73,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,37,16,42,69,-20,2023,11,10,13,35,9,-61,
2023,11,10,12,37,18,42,86,-16,2023,11,10,13,35,9,-61,
2023,11,10,12,37,18,42,35,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,37,18,42,73,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,37,18,42,69,-20,2023,11,10,13,35,9,-61,
2023,11,10,12,37,20,42,86,-16,2023,11,10,13,35,9,-61,
2023,11,10,12,37,20,42,35,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,37,20,42,73,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,37,20,42,69,-20,2023,11,10,13,35,9,-61,
2023,11,10,12,37,22,42,86,-16,2023,11,10,13,35,9,-61,
2023,11,10,12,37,22,42,35,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,37,22,42,73,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,37,22,42,69,-20,2023,11,10,13,35,9,-61,
2023,11,10,12,37,24,42,86,-16,2023,11,10,13,35,9,-61,
2023,11,10,12,37,24,42,35,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,37,24,42,73,-26,2023,11,10,13,35,9,-61,
2023,11,10,12,23,58,69,42,-42,2023,11,10,13,35,16,-63,
2023,11,10,12,24,0,69,42,-42,2023,11,10,13,35,16,-63,
2023,11,10,12,24,2,69,42,-36,2023,11,10,13,35,16,-63,
2023,11,10,12,24,4,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,6,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,8,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,10,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,12,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,14,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,16,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,18,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,20,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,22,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,24,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,26,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,28,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,30,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,32,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,34,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,36,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,38,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,40,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,42,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,44,69,73,-48,2023,11,10,13,35,16,-63,
2023,11,10,12,24,44,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,46,69,73,-52,2023,11,10,13,35,16,-63,
2023,11,10,12,24,46,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,48,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,50,69,73,-50,2023,11,10,13,35,16,-63,
2023,11,10,12,24,50,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,52,69,73,-44,2023,11,10,13,35,16,-63,
2023,11,10,12,24,52,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,54,69,73,-46,2023,11,10,13,35,16,-63,
2023,11,10,12,24,54,69,42,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,24,56,69,73,-40,2023,11,10,13,35,16,-63,
2023,11,10,12,24,56,69,42,-36,2023,11,10,13,35,16,-63,
2023,11,10,12,24,58,69,73,-38,2023,11,10,13,35,16,-63,
2023,11,10,12,24,58,69,42,-38,2023,11,10,13,35,16,-63,
2023,11,10,12,25,0,69,73,-46,2023,11,10,13,35,16,-63,
2023,11,10,12,25,0,69,42,-28,2023,11,10,13,35,16,-63,
2023,11,10,12,25,2,69,73,-38,2023,11,10,13,35,16,-63,
2023,11,10,12,25,2,69,42,-36,2023,11,10,13,35,16,-63,
2023,11,10,12,25,4,69,73,-38,2023,11,10,13,35,16,-63,
2023,11,10,12,25,4,69,42,-20,2023,11,10,13,35,16,-63,
2023,11,10,12,25,6,69,73,-40,2023,11,10,13,35,16,-63,
2023,11,10,12,25,6,69,42,-24,2023,11,10,13,35,16,-63,
2023,11,10,12,25,8,69,73,-34,2023,11,10,13,35,16,-63,
2023,11,10,12,25,8,69,42,-24,2023,11,10,13,35,16,-63,
2023,11,10,12,25,10,69,73,-30,2023,11,10,13,35,16,-63,
2023,11,10,12,25,10,69,42,-20,2023,11,10,13,35,16,-63,
2023,11,10,12,37,26,42,86,-16,2023,11,10,13,35,23,-60,
2023,11,10,12,37,26,42,35,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,26,42,73,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,26,42,69,-20,2023,11,10,13,35,23,-60,
2023,11,10,12,37,28,42,86,-16,2023,11,10,13,35,23,-60,
2023,11,10,12,37,28,42,35,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,28,42,73,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,28,42,69,-20,2023,11,10,13,35,23,-60,
2023,11,10,12,37,30,42,86,-16,2023,11,10,13,35,23,-60,
2023,11,10,12,37,30,42,35,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,30,42,73,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,30,42,69,-20,2023,11,10,13,35,23,-60,
2023,11,10,12,37,32,42,86,-16,2023,11,10,13,35,23,-60,
2023,11,10,12,37,32,42,35,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,32,42,73,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,32,42,69,-20,2023,11,10,13,35,23,-60,
2023,11,10,12,37,34,42,86,-16,2023,11,10,13,35,23,-60,
2023,11,10,12,37,34,42,35,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,34,42,73,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,34,42,69,-20,2023,11,10,13,35,23,-60,
2023,11,10,12,37,36,42,86,-16,2023,11,10,13,35,23,-60,
2023,11,10,12,37,36,42,35,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,36,42,73,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,36,42,69,-20,2023,11,10,13,35,23,-60,
2023,11,10,12,37,38,42,86,-16,2023,11,10,13,35,23,-60,
2023,11,10,12,37,38,42,35,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,38,42,73,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,38,42,69,-20,2023,11,10,13,35,23,-60,
2023,11,10,12,37,40,42,86,-16,2023,11,10,13,35,23,-60,
2023,11,10,12,37,40,42,35,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,40,42,73,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,40,42,69,-20,2023,11,10,13,35,23,-60,
2023,11,10,12,37,42,42,86,-16,2023,11,10,13,35,23,-60,
2023,11,10,12,37,42,42,35,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,42,42,73,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,42,42,69,-20,2023,11,10,13,35,23,-60,
2023,11,10,12,37,44,42,86,-16,2023,11,10,13,35,23,-60,
2023,11,10,12,37,44,42,35,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,44,42,73,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,44,42,69,-20,2023,11,10,13,35,23,-60,
2023,11,10,12,37,46,42,86,-16,2023,11,10,13,35,23,-60,
2023,11,10,12,37,46,42,35,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,46,42,73,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,46,42,69,-20,2023,11,10,13,35,23,-60,
2023,11,10,12,37,48,42,86,-16,2023,11,10,13,35,23,-60,
2023,11,10,12,37,48,42,35,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,48,42,73,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,48,42,69,-20,2023,11,10,13,35,23,-60,
2023,11,10,12,37,50,42,86,-16,2023,11,10,13,35,23,-60,
2023,11,10,12,37,50,42,35,-26,2023,11,10,13,35,23,-60,
2023,11,10,12,37,50,42,69,-20,2023,11,10,13,35,37,-61,
2023,11,10,12,37,52,42,86,-16,2023,11,10,13,35,37,-61,
2023,11,10,12,37,52,42,35,-26,2023,11,10,13,35,37,-61,
2023,11,10,12,37,52,42,73,-26,2023,11,10,13,35,37,-61,
2023,11,10,12,37,52,42,69,-20,2023,11,10,13,35,37,-61,
2023,11,10,12,37,54,42,86,-16,2023,11,10,13,35,37,-61,
2023,11,10,12,37,54,42,35,-26,2023,11,10,13,35,37,-61,
2023,11,10,12,37,54,42,73,-26,2023,11,10,13,35,37,-61,
2023,11,10,12,37,54,42,69,-20,2023,11,10,13,35,37,-61,
2023,11,10,12,37,56,42,86,-16,2023,11,10,13,35,37,-61,
2023,11,10,12,37,56,42,35,-26,2023,11,10,13,35,37,-61,
2023,11,10,12,37,56,42,73,-26,2023,11,10,13,35,37,-61,
2023,11,10,12,37,56,42,69,-20,2023,11,10,13,35,37,-61,
2023,11,10,12,37,58,42,86,-16,2023,11,10,13,35,37,-61,
2023,11,10,12,37,58,42,35,-26,2023,11,10,13,35,37,-61,
2023,11,10,12,37,58,42,73,-26,2023,11,10,13,35,37,-61,
2023,11,10,12,37,58,42,69,-20,2023,11,10,13,35,37,-61,
2023,11,10,12,38,0,42,86,-16,2023,11,10,13,35,37,-61,
2023,11,10,12,38,0,42,35,-26,2023,11,10,13,35,37,-61,
2023,11,10,12,38,0,42,73,-26,2023,11,10,13,35,37,-61,
2023,11,10,12,38,0,42,69,-20,2023,11,10,13,35,37,-61,
2023,11,10,12,38,2,42,86,-16,2023,11,10,13,35,37,-61,
2023,11,10,12,38,2,42,35,-26,2023,11,10,13,35,37,-61,
2023,11,10,12,38,2,42,73,-26,2023,11,10,13,35,37,-61,
2023,11,10,12,38,2,42,69,-20,2023,11,10,13,35,37,-61,
2023,11,10,12,38,4,42,86,-16,2023,11,10,13,35,37,-61,
2023,11,10,12,38,4,42,35,-26,2023,11,10,13,35,37,-61,
2023,11,10,12,38,4,42,73,-26,2023,11,10,13,35,37,-61,
2023,11,10,12,38,4,42,69,-20,2023,11,10,13,35,37,-61,
2023,11,10,12,38,6,42,86,-16,2023,11,10,13,35,37,-61,
2023,11,10,12,38,6,42,35,-26,2023,11,10,13,35,37,-61,
2023,11,10,12,38,6,42,73,-26,2023,11,10,13,35,37,-61,
2023,11,10,12,38,6,42,69,-20,2023,11,10,13,35,37,-61,
2023,11,10,12,38,8,42,86,-16,2023,11,10,13,35,37,-61,
2023,11,10,12,38,8,42,35,-26,2023,11,10,13,35,37,-61,
2023,11,10,12,38,8,42,73,-26,2023,11,10,13,35,37,-61,
2023,11,10,12,38,8,42,69,-20,2023,11,10,13,35,37,-61,
2023,11,10,12,38,10,42,86,-16,2023,11,10,13,35,37,-61,
2023,11,10,12,38,10,42,35,-26,2023,11,10,13,35,37,-61,
2023,11,10,12,38,10,42,73,-26,2023,11,10,13,35,37,-61,
2023,11,10,12,38,10,42,69,-20,2023,11,10,13,35,37,-61,
2023,11,10,12,38,12,42,86,-16,2023,11,10,13,35,37,-61,
2023,11,10,12,38,12,42,35,-26,2023,11,10,13,35,37,-61,
2023,11,10,12,38,12,42,73,-26,2023,11,10,13,35,37,-61,
2023,11,10,12,38,12,42,69,-20,2023,11,10,13,35,37,-61,
2023,11,10,12,38,14,42,86,-16,2023,11,10,13,35,37,-61,
2023,11,10,12,38,14,42,35,-26,2023,11,10,13,35,37,-61,
2023,11,10,12,38,14,42,73,-26,2023,11,10,13,35,37,-61,
2023,11,10,12,38,14,42,69,-20,2023,11,10,13,35,37,-61,
2023,11,10,12,38,16,42,86,-16,2023,11,10,13,35,37,-61,
2023,11,10,12,38,16,42,73,-26,2023,11,10,13,35,44,-61,
2023,11,10,12,38,16,42,69,-20,2023,11,10,13,35,44,-61,
2023,11,10,12,38,18,42,86,-16,2023,11,10,13,35,44,-61,
2023,11,10,12,38,18,42,35,-26,2023,11,10,13,35,44,-61,
2023,11,10,12,38,18,42,73,-26,2023,11,10,13,35,44,-61,
2023,11,10,12,38,18,42,69,-20,2023,11,10,13,35,44,-61,
2023,11,10,12,38,20,42,86,-16,2023,11,10,13,35,44,-61,
2023,11,10,12,38,20,42,35,-26,2023,11,10,13,35,44,-61,
2023,11,10,12,38,20,42,73,-26,2023,11,10,13,35,44,-61,
2023,11,10,12,38,20,42,69,-20,2023,11,10,13,35,44,-61,
2023,11,10,12,38,22,42,86,-16,2023,11,10,13,35,44,-61,
2023,11,10,12,38,22,42,35,-26,2023,11,10,13,35,44,-61,
2023,11,10,12,38,22,42,73,-26,2023,11,10,13,35,44,-61,
2023,11,10,12,38,22,42,69,-20,2023,11,10,13,35,44,-61,
